id,predicted_price
54390,97977.58902376909
54391,15924.691940197166
54392,627235.0048980466
54393,88469.62208213712
54394,17975.942067252367
54395,37621.06628346213
54396,108213.29050639011
54397,39848.52561233421
54398,42434.30319743197
54399,56958.37861113428
54400,81406.10334747242
54401,48974.94819788684
54402,25718.805572539834
54403,70841.37324897412
54404,25718.805572539834
54405,17975.942067252367
54406,72618.93834462644
54407,13849.214772231055
54408,251657.11105337375
54409,13849.214772231055
54410,49226.76128655197
54411,17975.942067252367
54412,38397.36662493448
54413,65440.427529373905
54414,35129.49029414478
54415,18264.577121509956
54416,75692.646230075
54417,14592.51365951915
54418,13849.214772231055
54419,14354.440977208496
54420,57176.85918832659
54421,14592.51365951915
54422,46860.378862813806
54423,25152.260921998146
54424,37621.06628346213
54425,18264.577121509956
54426,15924.691940197166
54427,18264.577121509956
54428,13849.214772231055
54429,15924.691940197166
54430,14828.893948797102
54431,14085.595061509008
54432,17975.942067252367
54433,76829.88841641552
54434,51646.355560593845
54435,26435.57122247793
54436,59435.68838512654
54437,14592.51365951915
54438,75692.646230075
54439,47847.14951142698
54440,46860.378862813806
54441,36133.84184625675
54442,48022.724216119874
54443,15924.691940197166
54444,14592.51365951915
54445,38975.55807934441
54446,26446.408382857346
54447,37784.40615743646
54448,33796.4006491159
54449,13849.214772231055
54450,34318.50115429034
54451,13849.214772231055
54452,13849.214772231055
54453,26435.57122247793
54454,36409.104864760986
54455,14085.595061509008
54456,36242.10985581497
54457,48610.49333916367
54458,18586.75674639533
54459,39471.25263521946
54460,76829.88841641552
54461,13849.214772231055
54462,39848.52561233421
54463,76703.59099580393
54464,25718.805572539834
54465,36242.10985581497
54466,46198.23158137637
54467,45652.491846818244
54468,20942.55406698462
54469,36050.269978048025
54470,15426.987991961054
54471,49393.48569423047
54472,36409.104864760986
54473,22626.61988742733
54474,75692.646230075
54475,48211.60437015015
54476,25718.805572539834
54477,37784.40615743646
54478,39848.52561233421
54479,34533.10162509063
54480,17975.942067252367
54481,14085.595061509008
54482,35221.62986068316
54483,57176.85918832659
54484,15426.987991961054
54485,34376.566211421065
54486,27496.003778045615
54487,52041.125067211186
54488,13849.214772231055
54489,24913.40508812647
54490,26435.57122247793
54491,14828.893948797102
54492,39758.55247880409
54493,82780.7331828182
54494,17975.942067252367
54495,48211.60437015015
54496,27655.37859601888
54497,52041.125067211186
54498,55841.70466765807
54499,28091.744500173783
54500,62031.64774391773
54501,15426.987991961054
54502,18586.75674639533
54503,57176.85918832659
54504,25718.805572539834
54505,25718.805572539834
54506,39471.25263521946
54507,66884.04675858252
54508,27243.77201523508
54509,13849.214772231055
54510,55981.83909017703
54511,37998.33926057689
54512,45848.29558541462
54513,26435.57122247793
54514,26173.371822528436
54515,13849.214772231055
54516,34376.566211421065
54517,13849.214772231055
54518,47847.14951142698
54519,39208.94707387449
54520,13849.214772231055
54521,47847.14951142698
54522,51794.26013895491
54523,47847.14951142698
54524,35129.49029414478
54525,18264.577121509956
54526,82780.7331828182
54527,95345.73604278134
54528,38919.22333750647
54529,45848.29558541462
54530,18129.014630341742
54531,28610.722024359347
54532,86728.51963199425
54533,13849.214772231055
54534,13849.214772231055
54535,108213.29050639011
54536,13849.214772231055
54537,57176.85918832659
54538,30258.176561345357
54539,18264.577121509956
54540,13849.214772231055
54541,26435.57122247793
54542,112933.57240078472
54543,17975.942067252367
54544,29988.604412649598
54545,13849.214772231055
54546,26435.57122247793
54547,26446.408382857346
54548,1461405.5368825626
54549,25718.805572539834
54550,25718.805572539834
54551,14592.51365951915
54552,46198.23158137637
54553,56354.983323673805
54554,17975.942067252367
54555,52041.125067211186
54556,45652.491846818244
54557,13849.214772231055
54558,57848.72369656154
54559,37231.75855245572
54560,13849.214772231055
54561,34376.566211421065
54562,76229.45381493791
54563,14085.595061509008
54564,13957.188370529706
54565,39719.653837267215
54566,14592.51365951915
54567,57176.85918832659
54568,36133.84184625675
54569,14085.595061509008
54570,37609.03152957048
54571,57176.85918832659
54572,60708.035239503595
54573,25718.805572539834
54574,76229.45381493791
54575,65989.43266128415
54576,13849.214772231055
54577,36242.10985581497
54578,16457.507038044176
54579,58021.26262169783
54580,14592.51365951915
54581,13957.188370529706
54582,46431.417473654896
54583,57176.85918832659
54584,65989.43266128415
54585,46198.23158137637
54586,28212.85962136657
54587,82780.7331828182
54588,38541.95036039172
54589,37998.33926057689
54590,47847.14951142698
54591,15924.691940197166
54592,18264.577121509956
54593,29590.90117689498
54594,81069.25580921615
54595,39471.25263521946
54596,18586.75674639533
54597,36409.104864760986
54598,26435.57122247793
54599,77020.0143785927
54600,14085.595061509008
54601,58843.13848635062
54602,48974.94819788684
54603,76229.45381493791
54604,29168.203049707037
54605,39981.14367221932
54606,17975.942067252367
54607,45707.46518486147
54608,57176.85918832659
54609,56958.37861113428
54610,15924.691940197166
54611,28051.106030477265
54612,14085.595061509008
54613,26173.371822528436
54614,13849.214772231055
54615,13849.214772231055
54616,28352.43148246635
54617,65989.43266128415
54618,58021.26262169783
54619,13849.214772231055
54620,14592.51365951915
54621,14592.51365951915
54622,25718.805572539834
54623,56354.983323673805
54624,29988.604412649598
54625,28016.41003901242
54626,34318.50115429034
54627,36409.104864760986
54628,26435.57122247793
54629,39208.94707387449
54630,15426.987991961054
54631,48610.49333916367
54632,79198.88091892867
54633,15924.691940197166
54634,30878.79292429844
54635,76229.45381493791
54636,13849.214772231055
54637,114169.29070752539
54638,57176.85918832659
54639,37621.06628346213
54640,37784.40615743646
54641,26516.169204917573
54642,31295.035983667345
54643,35221.62986068316
54644,14592.51365951915
54645,56082.80315690717
54646,58021.26262169783
54647,15426.987991961054
54648,15426.987991961054
54649,46057.401180823224
54650,82780.7331828182
54651,13849.214772231055
54652,13849.214772231055
54653,45848.29558541462
54654,66335.04162667228
54655,39471.25263521946
54656,17975.942067252367
54657,33808.0165760501
54658,82780.7331828182
54659,17975.942067252367
54660,65989.43266128415
54661,18264.577121509956
54662,14828.893948797102
54663,22930.528238096485
54664,33796.4006491159
54665,25718.805572539834
54666,55841.70466765807
54667,40148.1429370174
54668,29988.604412649598
54669,77849.04735678848
54670,39471.25263521946
54671,33796.4006491159
54672,48389.81409758836
54673,37609.03152957048
54674,18586.75674639533
54675,17975.942067252367
54676,13849.214772231055
54677,75588.59595382088
54678,86728.51963199425
54679,34318.50115429034
54680,13849.214772231055
54681,82780.7331828182
54682,31078.700302191133
54683,41411.06331257686
54684,14592.51365951915
54685,56354.983323673805
54686,18264.577121509956
54687,13849.214772231055
54688,38975.55807934441
54689,14592.51365951915
54690,76703.59099580393
54691,28016.41003901242
54692,33796.4006491159
54693,26435.57122247793
54694,36133.84184625675
54695,28722.479311413714
54696,14592.51365951915
54697,82780.7331828182
54698,66335.04162667228
54699,82780.7331828182
54700,76703.59099580393
54701,58843.13848635062
54702,23044.032692641937
54703,36242.10985581497
54704,26217.628960840735
54705,13849.214772231055
54706,36409.104864760986
54707,66884.04675858252
54708,45848.29558541462
54709,46944.28677891806
54710,76229.45381493791
54711,58843.13848635062
54712,13849.214772231055
54713,14085.595061509008
54714,58021.26262169783
54715,28610.722024359347
54716,51646.355560593845
54717,26435.57122247793
54718,14592.51365951915
54719,26510.819301502186
54720,35129.49029414478
54721,36523.14957726315
54722,13849.214772231055
54723,57176.85918832659
54724,14828.893948797102
54725,38541.95036039172
54726,76229.45381493791
54727,26446.408382857346
54728,13849.214772231055
54729,17975.942067252367
54730,34533.80740550444
54731,13849.214772231055
54732,58021.26262169783
54733,15924.691940197166
54734,18264.577121509956
54735,36409.104864760986
54736,18586.75674639533
54737,14085.595061509008
54738,40735.14380074469
54739,18127.37445554007
54740,13849.214772231055
54741,28275.191267952872
54742,13849.214772231055
54743,45848.29558541462
54744,26435.57122247793
54745,30258.176561345357
54746,33796.4006491159
54747,38975.55807934441
54748,13957.188370529706
54749,13849.214772231055
54750,51646.355560593845
54751,56958.37861113428
54752,33796.4006491159
54753,13849.214772231055
54754,17975.942067252367
54755,23012.992265940014
54756,13849.214772231055
54757,15869.799342516884
54758,13849.214772231055
54759,15426.987991961054
54760,13849.214772231055
54761,15924.691940197166
54762,48098.962600092105
54763,13849.214772231055
54764,76703.59099580393
54765,57176.85918832659
54766,27496.003778045615
54767,13849.214772231055
54768,82780.7331828182
54769,55836.43236590539
54770,25718.805572539834
54771,58843.13848635062
54772,13849.214772231055
54773,13849.214772231055
54774,13849.214772231055
54775,39848.52561233421
54776,56958.37861113428
54777,13957.188370529706
54778,82780.7331828182
54779,46057.401180823224
54780,60655.19506867425
54781,39848.52561233421
54782,14085.595061509008
54783,58843.13848635062
54784,28354.58088439489
54785,55981.83909017703
54786,56354.983323673805
54787,14693.33145762889
54788,14592.51365951915
54789,13849.214772231055
54790,48610.49333916367
54791,77647.26823054442
54792,26173.371822528436
54793,28801.814079207386
54794,13849.214772231055
54795,82780.7331828182
54796,59733.48357177786
54797,21384.819868742834
54798,38541.95036039172
54799,77020.0143785927
54800,29988.604412649598
54801,17975.942067252367
54802,13849.214772231055
54803,45707.46518486147
54804,13849.214772231055
54805,34376.566211421065
54806,39455.36573126888
54807,58021.26262169783
54808,39848.52561233421
54809,48610.49333916367
54810,47847.14951142698
54811,13849.214772231055
54812,13849.214772231055
54813,14592.51365951915
54814,25718.805572539834
54815,28610.722024359347
54816,14592.51365951915
54817,52041.125067211186
54818,39848.52561233421
54819,28016.41003901242
54820,40204.82968721327
54821,18264.577121509956
54822,27354.27553982677
54823,34376.566211421065
54824,77647.26823054442
54825,29458.649422283153
54826,58843.13848635062
54827,58843.13848635062
54828,39471.25263521946
54829,48984.630059677744
54830,14828.893948797102
54831,26435.57122247793
54832,66884.04675858252
54833,45652.491846818244
54834,16457.507038044176
54835,25718.805572539834
54836,48610.49333916367
54837,14592.51365951915
54838,15924.691940197166
54839,29138.456179507935
54840,39455.36573126888
54841,45652.491846818244
54842,95345.73604278134
54843,57176.85918832659
54844,51170.7378860099
54845,46198.23158137637
54846,30258.176561345357
54847,13849.214772231055
54848,13849.214772231055
54849,31295.035983667345
54850,34898.6667165955
54851,57176.85918832659
54852,17975.942067252367
54853,91531.68075946638
54854,57176.85918832659
54855,13849.214772231055
54856,52189.02014675525
54857,13849.214772231055
54858,15426.987991961054
54859,26435.57122247793
54860,13849.214772231055
54861,26435.57122247793
54862,13849.214772231055
54863,48610.49333916367
54864,14828.893948797102
54865,13849.214772231055
54866,36242.10985581497
54867,33796.4006491159
54868,38975.55807934441
54869,37967.9918598049
54870,57176.85918832659
54871,66884.04675858252
54872,40735.14380074469
54873,13849.214772231055
54874,58021.26262169783
54875,30258.176561345357
54876,17975.942067252367
54877,18264.577121509956
54878,25441.352626816475
54879,26435.57122247793
54880,58843.13848635062
54881,30258.176561345357
54882,34318.50115429034
54883,17975.942067252367
54884,26435.57122247793
54885,28016.41003901242
54886,82780.7331828182
54887,45707.46518486147
54888,80595.11862835013
54889,25718.805572539834
54890,39848.52561233421
54891,38541.95036039172
54892,91346.86988242215
54893,26516.169204917573
54894,13849.214772231055
54895,42205.074261417954
54896,34376.566211421065
54897,14592.51365951915
54898,15426.987991961054
54899,13849.214772231055
54900,15924.691940197166
54901,13849.214772231055
54902,55981.83909017703
54903,66884.04675858252
54904,82780.7331828182
54905,23228.79797753782
54906,58843.13848635062
54907,41446.23309178421
54908,34318.50115429034
54909,13849.214772231055
54910,60257.56424977932
54911,13849.214772231055
54912,13849.214772231055
54913,27354.27553982677
54914,13849.214772231055
54915,76229.45381493791
54916,13849.214772231055
54917,14828.893948797102
54918,26435.57122247793
54919,30258.176561345357
54920,38541.95036039172
54921,13849.214772231055
54922,13849.214772231055
54923,76229.45381493791
54924,50339.995975168655
54925,31295.035983667345
54926,45122.491611491685
54927,34318.50115429034
54928,39455.36573126888
54929,17975.942067252367
54930,26435.57122247793
54931,74888.89578554136
54932,35926.22545563703
54933,14592.51365951915
54934,13849.214772231055
54935,38541.95036039172
54936,25718.805572539834
54937,37784.40615743646
54938,56354.983323673805
54939,82780.7331828182
54940,47847.14951142698
54941,17975.942067252367
54942,15924.691940197166
54943,34376.566211421065
54944,13849.214772231055
54945,60708.035239503595
54946,80994.482270892
54947,58843.13848635062
54948,26446.408382857346
54949,55841.70466765807
54950,23228.79797753782
54951,56958.37861113428
54952,70779.0967401889
54953,45652.491846818244
54954,14592.51365951915
54955,178093.59773415717
54956,39608.61282654423
54957,16457.507038044176
54958,26435.57122247793
54959,14085.595061509008
54960,66335.04162667228
54961,33796.4006491159
54962,13849.214772231055
54963,58843.13848635062
54964,14085.595061509008
54965,50637.11829864664
54966,45652.491846818244
54967,30258.176561345357
54968,38992.97910594046
54969,31295.035983667345
54970,57176.85918832659
54971,69331.51744051259
54972,38541.95036039172
54973,38541.95036039172
54974,17975.942067252367
54975,13849.214772231055
54976,26516.169204917573
54977,25718.805572539834
54978,39208.94707387449
54979,14592.51365951915
54980,45848.29558541462
54981,17996.185398936297
54982,15688.654087686718
54983,38919.22333750647
54984,58843.13848635062
54985,26435.57122247793
54986,35221.62986068316
54987,51794.26013895491
54988,50704.450833891824
54989,13849.214772231055
54990,27847.21847378582
54991,58021.26262169783
54992,17975.942067252367
54993,51794.26013895491
54994,15426.987991961054
54995,66884.04675858252
54996,27354.27553982677
54997,13849.214772231055
54998,37998.33926057689
54999,25805.376934445416
55000,75344.59914254016
55001,58021.26262169783
55002,73901.67097129383
55003,23830.14799255873
55004,56354.983323673805
55005,61975.13956610332
55006,47847.14951142698
55007,37214.73144513627
55008,80965.36634795423
55009,82780.7331828182
55010,68211.16065427833
55011,58021.26262169783
55012,26435.57122247793
55013,58087.37225800606
55014,26173.371822528436
55015,50339.995975168655
55016,65898.40793703246
55017,17975.942067252367
55018,37231.75855245572
55019,80595.11862835013
55020,30258.176561345357
55021,25718.805572539834
55022,82780.7331828182
55023,51646.355560593845
55024,46719.54846226065
55025,16457.507038044176
55026,26435.57122247793
55027,43144.27012456086
55028,36242.10985581497
55029,77304.02559728154
55030,58021.26262169783
55031,26435.57122247793
55032,37421.000513485524
55033,82780.7331828182
55034,50838.4136318182
55035,14828.893948797102
55036,34533.10162509063
55037,35850.78846184461
55038,28354.58088439489
55039,13849.214772231055
55040,49153.15792532505
55041,45652.491846818244
55042,87399.08343324611
55043,13849.214772231055
55044,28212.85962136657
55045,26900.974632845944
55046,15663.368281239005
55047,29984.329249372866
55048,28610.722024359347
55049,17975.942067252367
55050,30258.176561345357
55051,60208.77936697436
55052,38975.55807934441
55053,37998.33926057689
55054,58843.13848635062
55055,13849.214772231055
55056,47847.14951142698
55057,45652.491846818244
55058,26435.57122247793
55059,48974.94819788684
55060,34376.566211421065
55061,39848.52561233421
55062,13849.214772231055
55063,15924.691940197166
55064,57176.85918832659
55065,29988.604412649598
55066,38975.55807934441
55067,31295.035983667345
55068,84035.89006712413
55069,16930.024943290755
55070,28911.779993536562
55071,58843.13848635062
55072,18264.577121509956
55073,58843.13848635062
55074,39208.94707387449
55075,13849.214772231055
55076,14828.893948797102
55077,18586.75674639533
55078,66335.04162667228
55079,17975.942067252367
55080,26446.408382857346
55081,58843.13848635062
55082,74190.40156334566
55083,80595.11862835013
55084,77374.91017592244
55085,13957.188370529706
55086,37784.40615743646
55087,30845.062203040732
55088,26435.57122247793
55089,89141.70421794264
55090,16457.507038044176
55091,39471.25263521946
55092,52041.125067211186
55093,14592.51365951915
55094,58021.26262169783
55095,39848.52561233421
55096,39719.653837267215
55097,17975.942067252367
55098,57176.85918832659
55099,39471.25263521946
55100,56354.983323673805
55101,42144.85630026583
55102,26435.57122247793
55103,25718.805572539834
55104,63356.33104614093
55105,39848.52561233421
55106,15426.987991961054
55107,25718.805572539834
55108,38541.95036039172
55109,51794.26013895491
55110,14592.51365951915
55111,45707.46518486147
55112,82780.7331828182
55113,39471.25263521946
55114,61147.90933520657
55115,37231.75855245572
55116,80595.11862835013
55117,13849.214772231055
55118,37621.06628346213
55119,37231.75855245572
55120,34318.50115429034
55121,15035.325010074985
55122,13849.214772231055
55123,81406.10334747242
55124,29867.12342187703
55125,82780.7331828182
55126,13849.214772231055
55127,82780.7331828182
55128,56354.983323673805
55129,57176.85918832659
55130,58496.55841689432
55131,66884.04675858252
55132,59318.43428154711
55133,27354.27553982677
55134,62357.64227106386
55135,48098.962600092105
55136,38541.95036039172
55137,16930.024943290755
55138,24601.844091977724
55139,29988.604412649598
55140,22470.505122872433
55141,29447.57243310333
55142,39719.653837267215
55143,31295.035983667345
55144,35221.62986068316
55145,33796.4006491159
55146,55841.70466765807
55147,66884.04675858252
55148,50339.995975168655
55149,27496.003778045615
55150,29988.604412649598
55151,81916.1891622147
55152,16930.024943290755
55153,25718.805572539834
55154,14592.51365951915
55155,68211.16065427833
55156,81931.50534995913
55157,13849.214772231055
55158,62865.48465153057
55159,80968.03770087291
55160,47847.14951142698
55161,39719.653837267215
55162,82780.7331828182
55163,29988.604412649598
55164,26435.57122247793
55165,30258.176561345357
55166,26446.408382857346
55167,82780.7331828182
55168,26435.57122247793
55169,82780.7331828182
55170,29168.203049707037
55171,15924.691940197166
55172,13849.214772231055
55173,82780.7331828182
55174,13849.214772231055
55175,39848.52561233421
55176,18264.577121509956
55177,39966.07249466161
55178,133099.2799866933
55179,31078.700302191133
55180,25718.805572539834
55181,17975.942067252367
55182,30258.176561345357
55183,76229.45381493791
55184,14592.51365951915
55185,26435.57122247793
55186,14085.595061509008
55187,27655.37859601888
55188,22721.359489138078
55189,48610.49333916367
55190,13849.214772231055
55191,60144.81106743566
55192,39848.52561233421
55193,13849.214772231055
55194,14085.595061509008
55195,48610.49333916367
55196,28275.191267952872
55197,48211.60437015015
55198,13849.214772231055
55199,81069.25580921615
55200,61975.13956610332
55201,13849.214772231055
55202,13849.214772231055
55203,57176.85918832659
55204,56415.47606061802
55205,51794.26013895491
55206,52560.70263526676
55207,29941.304297444854
55208,48211.60437015015
55209,48610.49333916367
55210,48610.49333916367
55211,39471.25263521946
55212,30258.176561345357
55213,13849.214772231055
55214,52515.4158503617
55215,28016.41003901242
55216,56958.37861113428
55217,52189.02014675525
55218,17975.942067252367
55219,38541.95036039172
55220,14592.51365951915
55221,18264.577121509956
55222,26435.57122247793
55223,17975.942067252367
55224,30258.176561345357
55225,20942.55406698462
55226,52041.125067211186
55227,15426.987991961054
55228,27496.003778045615
55229,13849.214772231055
55230,82780.7331828182
55231,39471.25263521946
55232,30258.176561345357
55233,28610.722024359347
55234,38975.55807934441
55235,26446.408382857346
55236,34376.566211421065
55237,76229.45381493791
55238,82780.7331828182
55239,36523.14957726315
55240,76229.45381493791
55241,13849.214772231055
55242,76229.45381493791
55243,82780.7331828182
55244,13849.214772231055
55245,76229.45381493791
55246,58021.26262169783
55247,13849.214772231055
55248,26435.57122247793
55249,13849.214772231055
55250,13849.214772231055
55251,26435.57122247793
55252,61975.13956610332
55253,47847.14951142698
55254,60685.40721636708
55255,15924.691940197166
55256,17975.942067252367
55257,14592.51365951915
55258,57018.8713480785
55259,16930.024943290755
55260,82780.7331828182
55261,34318.50115429034
55262,13849.214772231055
55263,39471.25263521946
55264,58496.55841689432
55265,66884.04675858252
55266,30258.176561345357
55267,14828.893948797102
55268,34376.566211421065
55269,39471.25263521946
55270,15924.691940197166
55271,13849.214772231055
55272,18264.577121509956
55273,40148.1429370174
55274,13849.214772231055
55275,51794.26013895491
55276,15924.691940197166
55277,76229.45381493791
55278,61975.13956610332
55279,13849.214772231055
55280,14828.893948797102
55281,28354.58088439489
55282,31013.220897659074
55283,56354.983323673805
55284,25718.805572539834
55285,18264.577121509956
55286,25718.805572539834
55287,76229.45381493791
55288,17975.942067252367
55289,34438.16109504095
55290,39848.52561233421
55291,39719.653837267215
55292,17975.942067252367
55293,66884.04675858252
55294,58843.13848635062
55295,18264.577121509956
55296,17975.942067252367
55297,48495.69369093182
55298,58843.13848635062
55299,23566.254311780027
55300,26435.57122247793
55301,24913.40508812647
55302,26435.57122247793
55303,82780.7331828182
55304,28214.733826469983
55305,37231.75855245572
55306,56354.983323673805
55307,26435.57122247793
55308,13849.214772231055
55309,56354.983323673805
55310,16457.507038044176
55311,14592.51365951915
55312,17975.942067252367
55313,50838.4136318182
55314,91491.39659741419
55315,14828.893948797102
55316,59024.23681376362
55317,14085.595061509008
55318,13849.214772231055
55319,17975.942067252367
55320,34336.52877951308
55321,28053.484803393305
55322,14592.51365951915
55323,66884.04675858252
55324,58021.26262169783
55325,48610.49333916367
55326,26435.57122247793
55327,31295.035983667345
55328,39471.25263521946
55329,17975.942067252367
55330,56354.983323673805
55331,14292.026122786889
55332,34533.10162509063
55333,56354.983323673805
55334,26435.57122247793
55335,26516.169204917573
55336,26173.371822528436
55337,13849.214772231055
55338,34318.50115429034
55339,60194.004632197895
55340,39868.17101371333
55341,51646.355560593845
55342,76229.45381493791
55343,38975.55807934441
55344,58843.13848635062
55345,27496.003778045615
55346,76229.45381493791
55347,36242.10985581497
55348,13849.214772231055
55349,17975.942067252367
55350,14828.893948797102
55351,82024.07644891184
55352,13849.214772231055
55353,18264.577121509956
55354,76229.45381493791
55355,28752.405175563297
55356,34926.94222209941
55357,66884.04675858252
55358,14592.51365951915
55359,14592.51365951915
55360,26435.57122247793
55361,45848.29558541462
55362,39208.94707387449
55363,28053.484803393305
55364,34318.50115429034
55365,13849.214772231055
55366,14592.51365951915
55367,25021.50865768873
55368,35221.62986068316
55369,31295.035983667345
55370,58843.13848635062
55371,29988.604412649598
55372,16930.024943290755
55373,45652.491846818244
55374,30258.176561345357
55375,56354.983323673805
55376,13849.214772231055
55377,15924.691940197166
55378,13849.214772231055
55379,28016.41003901242
55380,32460.786069020432
55381,30258.176561345357
55382,39471.25263521946
55383,76703.59099580393
55384,57176.85918832659
55385,51646.355560593845
55386,33796.4006491159
55387,56354.983323673805
55388,34533.10162509063
55389,25718.805572539834
55390,58021.26262169783
55391,82780.7331828182
55392,30599.96316597035
55393,38975.55807934441
55394,52041.125067211186
55395,31091.43107078421
55396,51646.355560593845
55397,37231.75855245572
55398,66884.04675858252
55399,13849.214772231055
55400,29662.877853039423
55401,13849.214772231055
55402,72351.5780992798
55403,39848.52561233421
55404,13849.214772231055
55405,28354.58088439489
55406,56947.02003600038
55407,13849.214772231055
55408,28016.41003901242
55409,34376.566211421065
55410,45848.29558541462
55411,13849.214772231055
55412,25718.805572539834
55413,47847.14951142698
55414,30258.176561345357
55415,26435.57122247793
55416,15426.987991961054
55417,14085.595061509008
55418,58021.26262169783
55419,33796.4006491159
55420,58087.37225800606
55421,14592.51365951915
55422,66884.04675858252
55423,13849.214772231055
55424,68071.02623175937
55425,25718.805572539834
55426,26516.169204917573
55427,26435.57122247793
55428,57176.85918832659
55429,38493.55679568945
55430,17975.942067252367
55431,76229.45381493791
55432,47425.94674449875
55433,56958.37861113428
55434,18264.577121509956
55435,13849.214772231055
55436,14592.51365951915
55437,56958.37861113428
55438,51794.26013895491
55439,58843.13848635062
55440,48806.42033223952
55441,25718.805572539834
55442,25718.805572539834
55443,73144.06473029264
55444,14592.51365951915
55445,14592.51365951915
55446,82780.7331828182
55447,13849.214772231055
55448,82780.7331828182
55449,29830.292461877787
55450,56354.983323673805
55451,37621.06628346213
55452,56354.983323673805
55453,17975.942067252367
55454,48610.49333916367
55455,57176.85918832659
55456,30960.623611366707
55457,17975.942067252367
55458,39758.55247880409
55459,26173.371822528436
55460,15924.691940197166
55461,47847.14951142698
55462,14592.51365951915
55463,75581.38578554135
55464,30258.176561345357
55465,13849.214772231055
55466,58021.26262169783
55467,15426.987991961054
55468,58960.5012601123
55469,13957.188370529706
55470,76229.45381493791
55471,31295.035983667345
55472,57176.85918832659
55473,14592.51365951915
55474,49042.24307166069
55475,25718.805572539834
55476,14592.51365951915
55477,58843.13848635062
55478,18264.577121509956
55479,13849.214772231055
55480,17975.942067252367
55481,30061.889328544483
55482,26435.57122247793
55483,15924.691940197166
55484,56354.983323673805
55485,13849.214772231055
55486,66884.04675858252
55487,82780.7331828182
55488,59318.43428154711
55489,14828.893948797102
55490,16457.507038044176
55491,23973.392722534216
55492,23830.14799255873
55493,34318.50115429034
55494,14292.026122786889
55495,29988.604412649598
55496,66884.04675858252
55497,69930.86017929464
55498,82780.7331828182
55499,82780.7331828182
55500,13849.214772231055
55501,46057.401180823224
55502,48786.06804385656
55503,18264.577121509956
55504,82780.7331828182
55505,38975.55807934441
55506,82780.7331828182
55507,13849.214772231055
55508,38279.83645788686
55509,45707.46518486147
55510,48610.49333916367
55511,40357.87082362994
55512,18264.577121509956
55513,76229.45381493791
55514,33796.4006491159
55515,30258.176561345357
55516,25718.805572539834
55517,75692.646230075
55518,52756.39194745007
55519,34318.50115429034
55520,17975.942067252367
55521,56958.37861113428
55522,13957.188370529706
55523,13849.214772231055
55524,57176.85918832659
55525,13849.214772231055
55526,36409.104864760986
55527,14592.51365951915
55528,39719.653837267215
55529,14592.51365951915
55530,13849.214772231055
55531,47847.14951142698
55532,57176.85918832659
55533,14085.595061509008
55534,57176.85918832659
55535,15924.691940197166
55536,13849.214772231055
55537,87399.08343324611
55538,17975.942067252367
55539,17975.942067252367
55540,13849.214772231055
55541,33796.4006491159
55542,13849.214772231055
55543,58843.13848635062
